      6.74683      8.44815      4.10201      4.62099      8.84487      15.7180
      20.4013      25.0052      26.7049      24.2583      21.5956      28.7007
      37.3300      35.5450      33.3900      24.4802      24.7544      25.5569
      29.7525      19.2143      11.7014      15.7982      14.8677      12.0325
      7.03688      8.53850      10.8696      13.7579      17.5046      13.0899
      9.89627      9.63038      3.76898      4.23211      6.64627      5.30405
      6.80729      7.06086      4.52623      3.38336      1.63229      1.38557
      1.08102    0.0650864     -2.81638     -4.29045     -5.03072     -7.11748
     -9.00580     -9.29050     -9.22330     -9.27578     -9.30408     -8.79916
     -9.57111     -10.0526     -9.67052     -10.0012     -10.1036     -9.90510
     -9.97800     -9.84857     -9.81221     -9.31586     -9.37796     -9.16775
     -8.63924     -8.19022     -7.78903     -7.46768     -7.31135     -6.61539
     -5.63431     -5.01073     -4.38665     -3.65031     -3.27871     -1.89867
    -0.467358     0.412891     0.896042      1.88635      1.79041      4.74559
      5.15956      5.67990      6.01249      7.17545      9.38540      8.38693
      9.86885      13.1832      15.6661      15.0646      13.7256      18.1265
      20.3032      10.9222      15.6570      20.4640      20.5719      23.1207
      22.4176      17.6612      13.0823      17.0392      14.1588      11.4114
      7.58532      10.1696      15.5446      20.6539      16.4162      22.0274
      30.3875      27.8614      28.5274      32.0706      35.9934      34.0339
      30.6054      26.1758      29.8059      32.0111      27.2294      19.7748
      19.0082      15.1616      12.2748      10.9608      13.6364      22.2356
      27.6375      23.9670      12.4344      2.54243     0.232738   -0.0317650
     0.682037    0.0443382      2.14227      1.45278      6.83893      5.98847
      1.48206    -0.343410     -3.69028     -1.91612      2.96823      6.51692
      8.20307      7.74765      7.43819      7.01557      3.64927      1.87806
      2.57280      4.32231      5.27738      4.00592     0.452801   -0.0354042
     -1.96877     -3.79512     -5.63957     -6.67745     -7.08458     -8.10159
     -9.58414     -10.0780     -10.1700     -10.3249     -10.2498     -10.7004
     -10.6167     -10.8058     -11.2208     -11.1804     -11.3676     -11.7327
     -11.5283     -11.1704     -11.1120     -10.9597     -10.3565     -9.09968
     -9.59089     -9.23059     -8.99490     -8.79754     -8.22706     -6.95071
     -6.62326     -5.90419     -4.88043     -3.78751     -3.36857     -3.33577
     -2.89369     -1.45457    -0.351700      1.24142      2.88258      3.42731
      2.98621      4.53441      5.45628      6.58580      6.58134      5.63561
      6.10227      6.71613      8.73832      8.03168      9.05163      13.2366
      13.8800      17.6639      17.8178      21.5864      20.9055      15.9144
      13.2309      19.4422      18.5731      17.7710      21.6595      25.5282
      29.1131      30.5901      28.0948      25.1133      19.4089      26.8849
      29.3007      25.1725      29.3340      29.5184      24.5289      20.9203
      15.2584      8.46965      13.5986      17.9916      18.2117      9.09959
      11.1630      10.6629      17.7259      17.0281      9.38628      1.05290
      1.31089    -0.844707      8.97425      10.9952      12.5021      15.8482
      14.5507      16.3925      15.5657      15.5052      18.8321      25.3462
      30.2873      26.2693      21.6029      23.3683      29.3343      30.1750
      29.1270      23.7018      21.1483      14.6525      10.5489      4.87293
     -6.29623     -11.9562     -8.60987     -5.89906     -6.41159     -7.94872
     -8.17922     -8.59609     -9.39706     -9.32376     -10.2164     -10.2536
     -10.0131     -10.8620     -10.9433     -10.4215     -10.3669     -10.7408
     -10.4288     -10.4362     -10.4324     -10.0401     -10.6405     -11.1797
     -11.4719     -10.9380     -11.4164     -11.7780     -11.3124     -10.9445
     -10.4458     -10.6052     -10.0059     -9.12623     -8.62534     -7.98730
     -7.04390     -6.40551     -5.76629     -5.13240     -3.49839     -1.79725
    -0.647272     0.897923      2.56401      4.47799      4.95053      5.43256
      5.51052      5.71786      7.18196      9.81352      11.9840      12.0783
      13.7994      15.1822      13.7390      18.0510      20.3181      21.2796
      15.2760      15.9047      12.7760      9.19171      5.53848      7.91386
      6.20896      5.21899      12.0932      16.3461      19.1285      24.6729
      27.0538      32.5201      32.5252      35.5144      37.9145      30.1118
      25.7664      26.0719      25.3726      22.5727      32.8546      44.5884
      42.5007      42.3209      40.0191      40.4413      33.0711      30.7312
      38.3123      42.0815      22.0513      18.4579      20.3463      23.0048
      25.0137      29.4321      33.1607      29.7663      24.4919      16.3483
      18.3630      19.5503      23.0679      19.7808      15.0607      13.2869
      16.3439      10.4495      4.74131      2.87262    -0.895275     -15.6633
     -8.73928     -3.27402     -6.99214     -13.5787     -9.03246     -6.16755
     -5.26892     -4.09130     -4.51103     -4.06261     -2.25472     -1.44852
     -1.44719     -3.71306     -4.46512     -5.48266     -6.46684     -7.44341
     -8.38490     -8.44397     -8.25045     -8.49035     -8.97084     -9.24840
     -9.37411     -9.63803     -10.1499     -10.6274     -10.5872     -10.5146
     -10.4530     -10.6312     -10.6503     -10.6503     -10.9391     -10.7237
     -10.0390     -9.81042     -9.26254     -8.32093     -7.79416     -7.29568
     -6.13071     -5.01855     -4.09849     -3.39091     -2.35579    -0.951481
    -0.152269      1.57013      2.16019      3.97199      4.74147      4.72675
      5.73620      7.36999      10.1801      11.2270      11.7053      8.80355
      11.2349      13.0821      11.3867      11.7111      12.8744      8.34126
      10.2207      8.99470      11.9628      8.50311      5.84550      9.15624
      8.95903      11.5535      16.1736      22.6313      24.2826      20.4505
      14.1858      20.2463      20.7738      27.0489      32.7195      33.9169
      39.1473      35.0997      42.1095      38.6108      38.9148      42.2019
      38.5061      36.5069      36.7969      36.8017      38.5747      40.2953
      38.1854      39.9154      39.5431      37.3230      31.8577      25.8892
      13.3824      4.46697      2.03074      9.97446      15.6383      11.7797
      16.9851      18.1546      12.7035      11.2132      12.2036      13.8214
      18.4554      19.4162      17.6274      17.3064      20.4936      22.2850
      22.4854      23.2999      21.2860      20.0371      18.0775      16.3021
      11.1876      3.77299    -0.579079    -0.618538    -0.911461     -1.12130
     -1.82469     -4.96715     -7.03836     -7.61960     -7.35387     -7.77111
     -8.44775     -9.59457     -9.73782     -10.7653     -11.2542     -11.5698
     -12.1614     -13.2638     -13.6776     -13.5794     -12.8771     -12.4304
     -12.2527     -11.9486     -11.6496     -11.3296     -10.9984     -10.2119
     -10.3583     -9.69180     -9.08092     -7.88746     -7.07214     -6.90356
     -5.71215     -4.26497     -3.72765     -2.38791    -0.747982     0.658230
      1.88484      2.27409      3.26512      4.35128      3.61814      3.29309
      4.37671      4.95516      5.62774      6.80246      7.20795      8.78099
      10.9176      12.0277      14.3644      13.4755      8.64810      12.7616
      13.5984      14.0415      11.6645      12.0432      16.2273      15.7765
      13.4197      12.2467      14.7000      19.3041      25.8288      27.7935
      29.4399      31.9146      28.8986      30.2357      34.4004      29.7985
      28.7004      25.6051      28.3530      18.2602      18.9227      14.7326
      1.55007     -8.13468     -8.56165     -2.76635      4.95169      5.27564
      9.76851      11.4641      14.4222      15.0336      16.8732      20.6641
      20.6275      23.8563      25.8617      28.2712      32.1276      31.0958
      29.1606      30.6501      28.9774      27.6838      34.0527      37.9270
      33.9594      32.6451      32.9580      28.1399      21.4619      17.4556
      14.8948      10.3597      3.12251      5.26437      11.0465      7.44403
      7.18251     -2.36151     -4.91451     -4.59870     -4.03717     -4.37505
     -4.56493     -5.26901     -5.67864     -6.13659     -6.80207     -6.95562
     -7.23851     -8.34483     -8.91305     -9.61853     -10.7210     -11.4502
     -12.2314     -12.3497     -12.5651     -12.1998     -12.3491     -11.6283
     -11.4704     -11.6906     -11.0517     -10.3568     -10.2102     -10.3757
     -9.88810     -9.61967     -9.41236     -9.02336     -8.56578     -8.12416
     -7.28983     -5.78187     -4.57322     -4.28993     -3.56842     -1.88596
  0.000616074     0.954679      1.96898      3.63241      4.18607      4.73754
      6.89306      7.84938      6.79036      7.86330      8.34841      9.59689
      11.5328      11.5208      9.10239      7.22412      9.92895      14.4504
      14.8081      17.0247      20.7117      22.8030      21.5328      17.6805
      21.7209      23.2176      30.2398      29.0202      22.7934      19.2841
      25.2086      33.2128      33.2304      23.6630      28.8847      22.3636
      24.6059      21.5551      15.9614      17.3305      18.7350      26.4232
      27.0191      23.4324      23.3146      20.4144      13.2909      14.4588
      14.8559      10.1045      5.72069      6.31462      12.3649      8.88209
      4.10069      4.55456      6.60830      7.78166      6.15422     -1.20126
    -0.879681     0.617685    -0.585407     -3.33994     -4.86805     -7.91412
     -2.01075   -0.0371380     -3.13053     -3.70349     0.358296      2.82774
      4.04866      4.70032      6.92725      7.76763      4.07806     0.882967
    -0.244135    -0.698261     -3.53685     -5.03449     -4.74175     -5.64788
     -5.22012     -5.88008     -6.54378     -6.34481     -7.24807     -7.89511
     -8.53609     -8.80738     -10.2499     -10.5855     -11.1532     -11.6095
     -11.4112     -11.3824     -11.6919     -11.4369     -10.7173     -10.9286
     -11.7695     -12.2905     -12.1701     -11.4564     -11.0205     -11.2917
     -10.8631     -9.90155     -9.12006     -8.58956     -7.34828     -6.05134
     -5.22772     -4.27331     -3.22458     -1.32327     -1.35349     -2.81647
     -2.14314     -1.11318     0.415483      1.49068      2.84272      3.87720
      5.43674      6.29829      7.11216      6.13911      4.07853      3.38491
      6.38005      7.45362      12.4113      15.5893      10.4796      9.44542
      5.76599      4.46679      2.26153      4.77480      3.91763     0.781750
      9.60478      22.3158      23.5765      14.5433      9.17683      9.27332
      17.0933      13.3313      6.88971      5.75696      7.82277      13.1094
      15.1476      9.16073      8.78877      11.9130      7.97955      12.8554
      8.35285      6.93490      6.80150      17.9765      25.8654      26.6208
      26.2961      23.0676      22.6971      29.4852      39.8323      40.9547
      39.2696      41.1385      43.1567      42.6364      39.4683      40.2700
      43.2742      42.7161      43.1871      40.7420      41.8040      42.6959
      42.4118      38.5955      42.7908      41.3617      43.3356      35.3490
      26.3563      18.8381      17.6412      19.5875      9.90407      5.12647
     0.246853    -0.169657     -2.53279     -6.33179     -8.52653     -8.88201
     -7.19157     -6.31540     -7.73029     -9.51350     -9.78616     -9.59123
     -9.92892     -9.73747     -9.92787     -10.2628     -10.4579     -11.0746
     -11.1017     -11.0559     -10.9922     -10.7856     -10.9682     -10.9147
     -10.2960     -10.7591     -11.2911     -9.75343     -9.66544     -10.1141
     -10.1447     -10.1886     -10.5660     -9.66444     -9.15416     -8.15869
     -6.90057     -5.62611     -4.71615     -3.11896     -2.61468     -1.68222
     -1.24938    -0.319458      1.54169      2.53365      3.59320      5.37375
      5.29325      4.28587      3.46366      3.56210      6.28452      9.35724
      14.0566      16.4495      15.4235      13.9551      19.4479      19.9577
      16.4479      22.1679      26.0470      26.9413      27.3383      28.6121
      28.9271      29.5028      32.7374      31.1248      30.6001      34.6897
      31.6275      28.3118      36.0696      42.3225      45.2881      36.8742
      35.9143      39.3110      30.0798      29.3279      43.6452      41.1493
      41.4426      38.8696      36.4082      34.7546      34.4630      28.6085
      25.5546      21.6438      27.1474      17.4020      17.8109      21.7015
      16.4473      23.0976      24.7677      24.7297      13.3253     -1.68706
     -6.75841      3.01339      7.75108      6.65586      4.90713      17.6655
      15.3622      3.91864      1.52467      7.19810      11.8240      12.6043
      9.19403      3.69628      3.17151    -0.455039     -4.16780     -4.87548
     -3.86104     -2.05751    -0.940510    -0.467396     0.584793     -1.70348
     -2.68408     -4.04335     -4.58507     -5.19625     -6.62682     -6.66346
     -8.27338     -8.83177     -8.83534     -8.73975     -9.63538     -10.9861
     -11.5020     -11.1662     -11.5444     -11.5464     -12.1952     -12.8792
     -13.1860     -13.0111     -12.6051     -12.0936     -11.1729     -10.5276
     -9.76324     -9.18178     -9.29319     -9.72284     -8.01666     -5.96532
     -5.15056     -4.60403     -4.11983     -3.61571     -1.70139    -0.206257
      1.50946      2.39407      2.97166      3.36956      2.44127      4.37828
      6.65337      8.59228      10.2983      10.6852      13.1905      15.3858
